state,year,statetotal,origin,stateorigin,city,people,annualtotal
Colorado,2016,1647,Congo,0,Denver,0,84994
Colorado,2017,1144,Congo,0,Denver,0,53716
Colorado,2018,486,Congo,0,Denver,0,22491
Colorado,2009,1735,Congo,3,Fort Morgan,0,74654
Colorado,2010,1969,Congo,10,Fort Morgan,0,73309
Colorado,2011,1557,Congo,3,Fort Morgan,0,56424
Colorado,2012,1458,Congo,0,Fort Morgan,0,58238
Colorado,2013,1789,Congo,5,Fort Morgan,0,69926
Colorado,2014,1813,Congo,1,Fort Morgan,1,69987
Colorado,2015,1730,Congo,1,Fort Morgan,0,69933
Colorado,2016,1647,Congo,0,Fort Morgan,0,84994
Colorado,2017,1144,Congo,0,Fort Morgan,0,53716
Colorado,2018,486,Congo,0,Fort Morgan,0,22491
Colorado,2009,1735,Cuba,21,Colorado Springs,21,74654
Colorado,2010,1969,Cuba,25,Colorado Springs,20,73309
Colorado,2011,1557,Cuba,3,Colorado Springs,3,56424
Colorado,2012,1458,Cuba,19,Colorado Springs,12,58238
Colorado,2013,1789,Cuba,16,Colorado Springs,10,69926
Colorado,2014,1813,Cuba,24,Colorado Springs,9,69987
Colorado,2015,1730,Cuba,9,Colorado Springs,6,69933
Colorado,2016,1647,Cuba,0,Colorado Springs,0,84994
Colorado,2017,1144,Cuba,0,Colorado Springs,0,53716
Colorado,2018,486,Cuba,0,Colorado Springs,0,22491
Colorado,2009,1735,Cuba,21,Denver,0,74654
Colorado,2010,1969,Cuba,25,Denver,3,73309
Colorado,2011,1557,Cuba,3,Denver,0,56424
Colorado,2012,1458,Cuba,19,Denver,7,58238
Colorado,2013,1789,Cuba,16,Denver,6,69926
Colorado,2014,1813,Cuba,24,Denver,11,69987
Colorado,2015,1730,Cuba,9,Denver,3,69933
Colorado,2016,1647,Cuba,0,Denver,0,84994
Colorado,2017,1144,Cuba,0,Denver,0,53716
Colorado,2018,486,Cuba,0,Denver,0,22491
Colorado,2009,1735,Cuba,21,Greeley,0,74654
Colorado,2010,1969,Cuba,25,Greeley,0,73309
Colorado,2011,1557,Cuba,3,Greeley,0,56424
Colorado,2012,1458,Cuba,19,Greeley,0,58238
Colorado,2013,1789,Cuba,16,Greeley,0,69926
Colorado,2014,1813,Cuba,24,Greeley,3,69987
Colorado,2015,1730,Cuba,9,Greeley,0,69933
Colorado,2016,1647,Cuba,0,Greeley,0,84994
Colorado,2017,1144,Cuba,0,Greeley,0,53716
Colorado,2018,486,Cuba,0,Greeley,0,22491
Colorado,2009,1735,Cuba,21,Holyoke,0,74654
Colorado,2010,1969,Cuba,25,Holyoke,2,73309
Colorado,2011,1557,Cuba,3,Holyoke,0,56424
Colorado,2012,1458,Cuba,19,Holyoke,0,58238
Colorado,2013,1789,Cuba,16,Holyoke,0,69926
Colorado,2014,1813,Cuba,24,Holyoke,0,69987
Colorado,2015,1730,Cuba,9,Holyoke,0,69933
Colorado,2016,1647,Cuba,0,Holyoke,0,84994
Colorado,2017,1144,Cuba,0,Holyoke,0,53716
Colorado,2018,486,Cuba,0,Holyoke,0,22491
Colorado,2009,1735,Cuba,21,Lakewood,0,74654
Colorado,2010,1969,Cuba,25,Lakewood,0,73309
Colorado,2011,1557,Cuba,3,Lakewood,0,56424
Colorado,2012,1458,Cuba,19,Lakewood,0,58238
Colorado,2013,1789,Cuba,16,Lakewood,0,69926
Colorado,2014,1813,Cuba,24,Lakewood,1,69987
Colorado,2015,1730,Cuba,9,Lakewood,0,69933
Colorado,2016,1647,Cuba,0,Lakewood,0,84994
Colorado,2017,1144,Cuba,0,Lakewood,0,53716
Colorado,2018,486,Cuba,0,Lakewood,0,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Aurora,0,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Aurora,0,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Aurora,0,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Aurora,9,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Aurora,0,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Aurora,8,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Aurora,2,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Aurora,4,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Aurora,20,53716
Colorado,2018,486,Dem. Rep. Congo,177,Aurora,10,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Colorado Springs,0,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Colorado Springs,6,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Colorado Springs,0,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Colorado Springs,0,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Colorado Springs,3,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Colorado Springs,3,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Colorado Springs,21,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Colorado Springs,52,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Colorado Springs,22,53716
Colorado,2018,486,Dem. Rep. Congo,177,Colorado Springs,27,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Conifer,0,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Conifer,0,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Conifer,0,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Conifer,0,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Conifer,0,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Conifer,0,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Conifer,0,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Conifer,10,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Conifer,0,53716
Colorado,2018,486,Dem. Rep. Congo,177,Conifer,0,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Denver,24,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Denver,219,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Denver,36,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Denver,54,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Denver,70,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Denver,141,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Denver,177,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Denver,121,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Denver,116,53716
Colorado,2018,486,Dem. Rep. Congo,177,Denver,42,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Fort Morgan,0,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Fort Morgan,0,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Fort Morgan,0,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Fort Morgan,0,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Fort Morgan,0,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Fort Morgan,0,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Fort Morgan,0,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Fort Morgan,0,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Fort Morgan,0,53716
Colorado,2018,486,Dem. Rep. Congo,177,Fort Morgan,1,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Greeley,0,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Greeley,10,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Greeley,0,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Greeley,0,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Greeley,0,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Greeley,0,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Greeley,0,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Greeley,0,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Greeley,3,53716
Colorado,2018,486,Dem. Rep. Congo,177,Greeley,20,22491
Colorado,2009,1735,Dem. Rep. Congo,24,Lakewood,0,74654
Colorado,2010,1969,Dem. Rep. Congo,235,Lakewood,0,73309
Colorado,2011,1557,Dem. Rep. Congo,36,Lakewood,0,56424
Colorado,2012,1458,Dem. Rep. Congo,63,Lakewood,0,58238
Colorado,2013,1789,Dem. Rep. Congo,73,Lakewood,0,69926
Colorado,2014,1813,Dem. Rep. Congo,152,Lakewood,0,69987
Colorado,2015,1730,Dem. Rep. Congo,200,Lakewood,0,69933
Colorado,2016,1647,Dem. Rep. Congo,187,Lakewood,0,84994
Colorado,2017,1144,Dem. Rep. Congo,182,Lakewood,21,53716
Colorado,2018,486,Dem. Rep. Congo,177,Lakewood,77,22491
Colorado,2009,1735,Egypt,1,Denver,1,74654
Colorado,2010,1969,Egypt,0,Denver,0,73309
Colorado,2011,1557,Egypt,0,Denver,0,56424
Colorado,2012,1458,Egypt,0,Denver,0,58238
Colorado,2013,1789,Egypt,2,Denver,2,69926
Colorado,2014,1813,Egypt,0,Denver,0,69987
Colorado,2015,1730,Egypt,0,Denver,0,69933
Colorado,2016,1647,Egypt,0,Denver,0,84994
Colorado,2017,1144,Egypt,0,Denver,0,53716
Colorado,2018,486,Egypt,0,Denver,0,22491
Colorado,2009,1735,El Salvador,0,Denver,0,74654
Colorado,2010,1969,El Salvador,0,Denver,0,73309
Colorado,2011,1557,El Salvador,0,Denver,0,56424
Colorado,2012,1458,El Salvador,0,Denver,0,58238
Colorado,2013,1789,El Salvador,0,Denver,0,69926
Colorado,2014,1813,El Salvador,0,Denver,0,69987
Colorado,2015,1730,El Salvador,0,Denver,0,69933
Colorado,2016,1647,El Salvador,2,Denver,2,84994
Colorado,2017,1144,El Salvador,24,Denver,14,53716
Colorado,2018,486,El Salvador,5,Denver,5,22491
Colorado,2009,1735,El Salvador,0,El Jebel,0,74654
Colorado,2010,1969,El Salvador,0,El Jebel,0,73309
Colorado,2011,1557,El Salvador,0,El Jebel,0,56424
Colorado,2012,1458,El Salvador,0,El Jebel,0,58238
Colorado,2013,1789,El Salvador,0,El Jebel,0,69926
Colorado,2014,1813,El Salvador,0,El Jebel,0,69987
Colorado,2015,1730,El Salvador,0,El Jebel,0,69933
Colorado,2016,1647,El Salvador,2,El Jebel,0,84994
Colorado,2017,1144,El Salvador,24,El Jebel,3,53716
Colorado,2018,486,El Salvador,5,El Jebel,0,22491
Colorado,2009,1735,El Salvador,0,Glenwood Springs,0,74654
Colorado,2010,1969,El Salvador,0,Glenwood Springs,0,73309
Colorado,2011,1557,El Salvador,0,Glenwood Springs,0,56424
Colorado,2012,1458,El Salvador,0,Glenwood Springs,0,58238
Colorado,2013,1789,El Salvador,0,Glenwood Springs,0,69926
Colorado,2014,1813,El Salvador,0,Glenwood Springs,0,69987
Colorado,2015,1730,El Salvador,0,Glenwood Springs,0,69933
Colorado,2016,1647,El Salvador,2,Glenwood Springs,0,84994
Colorado,2017,1144,El Salvador,24,Glenwood Springs,2,53716
Colorado,2018,486,El Salvador,5,Glenwood Springs,0,22491
Colorado,2009,1735,El Salvador,0,Greeley,0,74654
Colorado,2010,1969,El Salvador,0,Greeley,0,73309
Colorado,2011,1557,El Salvador,0,Greeley,0,56424
Colorado,2012,1458,El Salvador,0,Greeley,0,58238
Colorado,2013,1789,El Salvador,0,Greeley,0,69926
Colorado,2014,1813,El Salvador,0,Greeley,0,69987
Colorado,2015,1730,El Salvador,0,Greeley,0,69933
Colorado,2016,1647,El Salvador,2,Greeley,0,84994
Colorado,2017,1144,El Salvador,24,Greeley,2,53716
Colorado,2018,486,El Salvador,5,Greeley,0,22491
Colorado,2009,1735,El Salvador,0,Snowmass,0,74654
Colorado,2010,1969,El Salvador,0,Snowmass,0,73309
Colorado,2011,1557,El Salvador,0,Snowmass,0,56424
Colorado,2012,1458,El Salvador,0,Snowmass,0,58238
Colorado,2013,1789,El Salvador,0,Snowmass,0,69926
Colorado,2014,1813,El Salvador,0,Snowmass,0,69987
Colorado,2015,1730,El Salvador,0,Snowmass,0,69933
Colorado,2016,1647,El Salvador,2,Snowmass,0,84994
Colorado,2017,1144,El Salvador,24,Snowmass,3,53716
Colorado,2018,486,El Salvador,5,Snowmass,0,22491
Colorado,2009,1735,Eritrea,71,Aurora,0,74654
Colorado,2010,1969,Eritrea,109,Aurora,5,73309
Colorado,2011,1557,Eritrea,97,Aurora,3,56424
Colorado,2012,1458,Eritrea,40,Aurora,4,58238
Colorado,2013,1789,Eritrea,110,Aurora,22,69926
Colorado,2014,1813,Eritrea,81,Aurora,8,69987
Colorado,2015,1730,Eritrea,44,Aurora,9,69933
Colorado,2016,1647,Eritrea,59,Aurora,0,84994
Colorado,2017,1144,Eritrea,73,Aurora,5,53716
Colorado,2018,486,Eritrea,62,Aurora,4,22491
Colorado,2009,1735,Eritrea,71,Centennial,0,74654
Colorado,2010,1969,Eritrea,109,Centennial,0,73309
Colorado,2011,1557,Eritrea,97,Centennial,0,56424
Colorado,2012,1458,Eritrea,40,Centennial,0,58238
Colorado,2013,1789,Eritrea,110,Centennial,0,69926
Colorado,2014,1813,Eritrea,81,Centennial,0,69987
Colorado,2015,1730,Eritrea,44,Centennial,3,69933
Colorado,2016,1647,Eritrea,59,Centennial,0,84994
Colorado,2017,1144,Eritrea,73,Centennial,0,53716
Colorado,2018,486,Eritrea,62,Centennial,0,22491
Colorado,2009,1735,Eritrea,71,Colorado Springs,0,74654
Colorado,2010,1969,Eritrea,109,Colorado Springs,0,73309
Colorado,2011,1557,Eritrea,97,Colorado Springs,0,56424
Colorado,2012,1458,Eritrea,40,Colorado Springs,7,58238
Colorado,2013,1789,Eritrea,110,Colorado Springs,1,69926
Colorado,2014,1813,Eritrea,81,Colorado Springs,4,69987
Colorado,2015,1730,Eritrea,44,Colorado Springs,1,69933
Colorado,2016,1647,Eritrea,59,Colorado Springs,0,84994
Colorado,2017,1144,Eritrea,73,Colorado Springs,1,53716
Colorado,2018,486,Eritrea,62,Colorado Springs,4,22491
Colorado,2009,1735,Eritrea,71,Denver,65,74654
Colorado,2010,1969,Eritrea,109,Denver,96,73309
Colorado,2011,1557,Eritrea,97,Denver,94,56424
Colorado,2012,1458,Eritrea,40,Denver,28,58238
Colorado,2013,1789,Eritrea,110,Denver,68,69926
Colorado,2014,1813,Eritrea,81,Denver,66,69987
Colorado,2015,1730,Eritrea,44,Denver,26,69933
Colorado,2016,1647,Eritrea,59,Denver,53,84994
Colorado,2017,1144,Eritrea,73,Denver,50,53716
Colorado,2018,486,Eritrea,62,Denver,34,22491
Colorado,2009,1735,Eritrea,71,Erie,1,74654
Colorado,2010,1969,Eritrea,109,Erie,0,73309
Colorado,2011,1557,Eritrea,97,Erie,0,56424
Colorado,2012,1458,Eritrea,40,Erie,0,58238
Colorado,2013,1789,Eritrea,110,Erie,0,69926
Colorado,2014,1813,Eritrea,81,Erie,0,69987
Colorado,2015,1730,Eritrea,44,Erie,0,69933
Colorado,2016,1647,Eritrea,59,Erie,0,84994
Colorado,2017,1144,Eritrea,73,Erie,0,53716
Colorado,2018,486,Eritrea,62,Erie,0,22491
Colorado,2009,1735,Eritrea,71,Fort Morgan,0,74654
Colorado,2010,1969,Eritrea,109,Fort Morgan,0,73309
Colorado,2011,1557,Eritrea,97,Fort Morgan,0,56424
Colorado,2012,1458,Eritrea,40,Fort Morgan,0,58238
Colorado,2013,1789,Eritrea,110,Fort Morgan,3,69926
Colorado,2014,1813,Eritrea,81,Fort Morgan,1,69987
Colorado,2015,1730,Eritrea,44,Fort Morgan,1,69933
Colorado,2016,1647,Eritrea,59,Fort Morgan,0,84994
Colorado,2017,1144,Eritrea,73,Fort Morgan,3,53716
Colorado,2018,486,Eritrea,62,Fort Morgan,0,22491
Colorado,2009,1735,Eritrea,71,Glendale,0,74654
Colorado,2010,1969,Eritrea,109,Glendale,1,73309
Colorado,2011,1557,Eritrea,97,Glendale,0,56424
Colorado,2012,1458,Eritrea,40,Glendale,0,58238
Colorado,2013,1789,Eritrea,110,Glendale,0,69926
Colorado,2014,1813,Eritrea,81,Glendale,2,69987
Colorado,2015,1730,Eritrea,44,Glendale,0,69933
Colorado,2016,1647,Eritrea,59,Glendale,0,84994
Colorado,2017,1144,Eritrea,73,Glendale,0,53716
Colorado,2018,486,Eritrea,62,Glendale,0,22491
Colorado,2009,1735,Eritrea,71,Greeley,5,74654
Colorado,2010,1969,Eritrea,109,Greeley,6,73309
Colorado,2011,1557,Eritrea,97,Greeley,0,56424
Colorado,2012,1458,Eritrea,40,Greeley,1,58238
Colorado,2013,1789,Eritrea,110,Greeley,16,69926
Colorado,2014,1813,Eritrea,81,Greeley,0,69987
Colorado,2015,1730,Eritrea,44,Greeley,1,69933
Colorado,2016,1647,Eritrea,59,Greeley,6,84994
Colorado,2017,1144,Eritrea,73,Greeley,9,53716
Colorado,2018,486,Eritrea,62,Greeley,11,22491
Colorado,2009,1735,Eritrea,71,Lakewood,0,74654
Colorado,2010,1969,Eritrea,109,Lakewood,0,73309
Colorado,2011,1557,Eritrea,97,Lakewood,0,56424
Colorado,2012,1458,Eritrea,40,Lakewood,0,58238
Colorado,2013,1789,Eritrea,110,Lakewood,0,69926
Colorado,2014,1813,Eritrea,81,Lakewood,0,69987
Colorado,2015,1730,Eritrea,44,Lakewood,0,69933
Colorado,2016,1647,Eritrea,59,Lakewood,0,84994
Colorado,2017,1144,Eritrea,73,Lakewood,5,53716
Colorado,2018,486,Eritrea,62,Lakewood,9,22491
Colorado,2009,1735,Eritrea,71,Thornton,0,74654
Colorado,2010,1969,Eritrea,109,Thornton,0,73309
Colorado,2011,1557,Eritrea,97,Thornton,0,56424
Colorado,2012,1458,Eritrea,40,Thornton,0,58238
Colorado,2013,1789,Eritrea,110,Thornton,0,69926
Colorado,2014,1813,Eritrea,81,Thornton,0,69987
Colorado,2015,1730,Eritrea,44,Thornton,3,69933
Colorado,2016,1647,Eritrea,59,Thornton,0,84994
Colorado,2017,1144,Eritrea,73,Thornton,0,53716
Colorado,2018,486,Eritrea,62,Thornton,0,22491
Colorado,2009,1735,Eritrea,71,Wheat Ridge,0,74654
Colorado,2010,1969,Eritrea,109,Wheat Ridge,1,73309
Colorado,2011,1557,Eritrea,97,Wheat Ridge,0,56424
Colorado,2012,1458,Eritrea,40,Wheat Ridge,0,58238
Colorado,2013,1789,Eritrea,110,Wheat Ridge,0,69926
Colorado,2014,1813,Eritrea,81,Wheat Ridge,0,69987
Colorado,2015,1730,Eritrea,44,Wheat Ridge,0,69933
Colorado,2016,1647,Eritrea,59,Wheat Ridge,0,84994
Colorado,2017,1144,Eritrea,73,Wheat Ridge,0,53716
Colorado,2018,486,Eritrea,62,Wheat Ridge,0,22491
Colorado,2009,1735,Ethiopia,34,Aurora,0,74654
Colorado,2010,1969,Ethiopia,45,Aurora,2,73309
Colorado,2011,1557,Ethiopia,44,Aurora,0,56424
Colorado,2012,1458,Ethiopia,32,Aurora,5,58238
Colorado,2013,1789,Ethiopia,65,Aurora,11,69926
Colorado,2014,1813,Ethiopia,50,Aurora,6,69987
Colorado,2015,1730,Ethiopia,28,Aurora,8,69933
Colorado,2016,1647,Ethiopia,35,Aurora,3,84994
Colorado,2017,1144,Ethiopia,23,Aurora,3,53716
Colorado,2018,486,Ethiopia,15,Aurora,0,22491
Colorado,2009,1735,Ethiopia,34,Colorado Springs,0,74654
Colorado,2010,1969,Ethiopia,45,Colorado Springs,0,73309
Colorado,2011,1557,Ethiopia,44,Colorado Springs,0,56424
Colorado,2012,1458,Ethiopia,32,Colorado Springs,0,58238
Colorado,2013,1789,Ethiopia,65,Colorado Springs,0,69926
Colorado,2014,1813,Ethiopia,50,Colorado Springs,0,69987
Colorado,2015,1730,Ethiopia,28,Colorado Springs,0,69933
Colorado,2016,1647,Ethiopia,35,Colorado Springs,3,84994
Colorado,2017,1144,Ethiopia,23,Colorado Springs,0,53716
Colorado,2018,486,Ethiopia,15,Colorado Springs,5,22491
Colorado,2009,1735,Ethiopia,34,Denver,34,74654
Colorado,2010,1969,Ethiopia,45,Denver,43,73309
Colorado,2011,1557,Ethiopia,44,Denver,44,56424
Colorado,2012,1458,Ethiopia,32,Denver,27,58238
Colorado,2013,1789,Ethiopia,65,Denver,52,69926
Colorado,2014,1813,Ethiopia,50,Denver,42,69987
Colorado,2015,1730,Ethiopia,28,Denver,16,69933
Colorado,2016,1647,Ethiopia,35,Denver,27,84994
Colorado,2017,1144,Ethiopia,23,Denver,14,53716
Colorado,2018,486,Ethiopia,15,Denver,10,22491
Colorado,2009,1735,Ethiopia,34,Fort Morgan,0,74654
Colorado,2010,1969,Ethiopia,45,Fort Morgan,0,73309
Colorado,2011,1557,Ethiopia,44,Fort Morgan,0,56424
Colorado,2012,1458,Ethiopia,32,Fort Morgan,0,58238
Colorado,2013,1789,Ethiopia,65,Fort Morgan,0,69926
Colorado,2014,1813,Ethiopia,50,Fort Morgan,0,69987
Colorado,2015,1730,Ethiopia,28,Fort Morgan,0,69933
Colorado,2016,1647,Ethiopia,35,Fort Morgan,1,84994
Colorado,2017,1144,Ethiopia,23,Fort Morgan,1,53716
Colorado,2018,486,Ethiopia,15,Fort Morgan,0,22491
Colorado,2009,1735,Ethiopia,34,Greeley,0,74654
Colorado,2010,1969,Ethiopia,45,Greeley,0,73309
Colorado,2011,1557,Ethiopia,44,Greeley,0,56424
Colorado,2012,1458,Ethiopia,32,Greeley,0,58238
Colorado,2013,1789,Ethiopia,65,Greeley,2,69926
Colorado,2014,1813,Ethiopia,50,Greeley,2,69987
Colorado,2015,1730,Ethiopia,28,Greeley,4,69933
Colorado,2016,1647,Ethiopia,35,Greeley,1,84994
Colorado,2017,1144,Ethiopia,23,Greeley,5,53716
Colorado,2018,486,Ethiopia,15,Greeley,0,22491
Colorado,2009,1735,Gabon,1,Colorado Springs,1,74654
Colorado,2010,1969,Gabon,0,Colorado Springs,0,73309
Colorado,2011,1557,Gabon,0,Colorado Springs,0,56424
Colorado,2012,1458,Gabon,0,Colorado Springs,0,58238
Colorado,2013,1789,Gabon,0,Colorado Springs,0,69926
Colorado,2014,1813,Gabon,0,Colorado Springs,0,69987
Colorado,2015,1730,Gabon,0,Colorado Springs,0,69933
Colorado,2016,1647,Gabon,0,Colorado Springs,0,84994
Colorado,2017,1144,Gabon,0,Colorado Springs,0,53716
Colorado,2018,486,Gabon,0,Colorado Springs,0,22491
Colorado,2009,1735,Gambia,0,Aurora,0,74654
Colorado,2010,1969,Gambia,1,Aurora,0,73309
Colorado,2011,1557,Gambia,0,Aurora,0,56424
Colorado,2012,1458,Gambia,0,Aurora,0,58238
Colorado,2013,1789,Gambia,0,Aurora,0,69926
Colorado,2014,1813,Gambia,0,Aurora,0,69987
Colorado,2015,1730,Gambia,0,Aurora,0,69933
Colorado,2016,1647,Gambia,0,Aurora,0,84994
Colorado,2017,1144,Gambia,4,Aurora,4,53716
Colorado,2018,486,Gambia,0,Aurora,0,22491
Colorado,2009,1735,Gambia,0,Denver,0,74654
Colorado,2010,1969,Gambia,1,Denver,1,73309
Colorado,2011,1557,Gambia,0,Denver,0,56424
Colorado,2012,1458,Gambia,0,Denver,0,58238
Colorado,2013,1789,Gambia,0,Denver,0,69926
Colorado,2014,1813,Gambia,0,Denver,0,69987
Colorado,2015,1730,Gambia,0,Denver,0,69933
Colorado,2016,1647,Gambia,0,Denver,0,84994
Colorado,2017,1144,Gambia,4,Denver,0,53716
Colorado,2018,486,Gambia,0,Denver,0,22491
Colorado,2009,1735,Georgia,0,Aurora,0,74654
Colorado,2010,1969,Georgia,0,Aurora,0,73309
Colorado,2011,1557,Georgia,0,Aurora,0,56424
Colorado,2012,1458,Georgia,0,Aurora,0,58238
Colorado,2013,1789,Georgia,0,Aurora,0,69926
Colorado,2014,1813,Georgia,0,Aurora,0,69987
Colorado,2015,1730,Georgia,0,Aurora,0,69933
Colorado,2016,1647,Georgia,1,Aurora,1,84994
Colorado,2017,1144,Georgia,0,Aurora,0,53716
Colorado,2018,486,Georgia,0,Aurora,0,22491
Colorado,2009,1735,Ghana,1,Colorado Springs,1,74654
Colorado,2010,1969,Ghana,0,Colorado Springs,0,73309
Colorado,2011,1557,Ghana,0,Colorado Springs,0,56424
Colorado,2012,1458,Ghana,0,Colorado Springs,0,58238
Colorado,2013,1789,Ghana,0,Colorado Springs,0,69926
Colorado,2014,1813,Ghana,0,Colorado Springs,0,69987
Colorado,2015,1730,Ghana,0,Colorado Springs,0,69933
Colorado,2016,1647,Ghana,0,Colorado Springs,0,84994
Colorado,2017,1144,Ghana,0,Colorado Springs,0,53716
Colorado,2018,486,Ghana,0,Colorado Springs,0,22491
Colorado,2009,1735,Guatemala,0,Denver,0,74654
Colorado,2010,1969,Guatemala,0,Denver,0,73309
Colorado,2011,1557,Guatemala,0,Denver,0,56424
Colorado,2012,1458,Guatemala,0,Denver,0,58238
Colorado,2013,1789,Guatemala,0,Denver,0,69926
Colorado,2014,1813,Guatemala,0,Denver,0,69987
Colorado,2015,1730,Guatemala,0,Denver,0,69933
Colorado,2016,1647,Guatemala,0,Denver,0,84994
Colorado,2017,1144,Guatemala,1,Denver,1,53716
Colorado,2018,486,Guatemala,0,Denver,0,22491
Colorado,2009,1735,Honduras,0,Denver,0,74654
Colorado,2010,1969,Honduras,0,Denver,0,73309
Colorado,2011,1557,Honduras,0,Denver,0,56424
Colorado,2012,1458,Honduras,0,Denver,0,58238
Colorado,2013,1789,Honduras,0,Denver,0,69926
Colorado,2014,1813,Honduras,0,Denver,0,69987
Colorado,2015,1730,Honduras,0,Denver,0,69933
Colorado,2016,1647,Honduras,2,Denver,2,84994
Colorado,2017,1144,Honduras,0,Denver,0,53716
Colorado,2018,486,Honduras,0,Denver,0,22491
Colorado,2009,1735,Iran,13,Aurora,0,74654
Colorado,2010,1969,Iran,16,Aurora,0,73309
Colorado,2011,1557,Iran,14,Aurora,0,56424
Colorado,2012,1458,Iran,12,Aurora,5,58238
Colorado,2013,1789,Iran,23,Aurora,0,69926
Colorado,2014,1813,Iran,12,Aurora,0,69987
Colorado,2015,1730,Iran,8,Aurora,2,69933
Colorado,2016,1647,Iran,19,Aurora,0,84994
Colorado,2017,1144,Iran,16,Aurora,0,53716
Colorado,2018,486,Iran,1,Aurora,0,22491
Colorado,2009,1735,Iran,13,Broomfield,0,74654
Colorado,2010,1969,Iran,16,Broomfield,0,73309
Colorado,2011,1557,Iran,14,Broomfield,0,56424
Colorado,2012,1458,Iran,12,Broomfield,0,58238
Colorado,2013,1789,Iran,23,Broomfield,1,69926
Colorado,2014,1813,Iran,12,Broomfield,0,69987
Colorado,2015,1730,Iran,8,Broomfield,0,69933
Colorado,2016,1647,Iran,19,Broomfield,0,84994
Colorado,2017,1144,Iran,16,Broomfield,0,53716
Colorado,2018,486,Iran,1,Broomfield,0,22491
Colorado,2009,1735,Iran,13,Centennial,6,74654
Colorado,2010,1969,Iran,16,Centennial,1,73309
Colorado,2011,1557,Iran,14,Centennial,0,56424
Colorado,2012,1458,Iran,12,Centennial,0,58238
Colorado,2013,1789,Iran,23,Centennial,0,69926
Colorado,2014,1813,Iran,12,Centennial,0,69987
Colorado,2015,1730,Iran,8,Centennial,0,69933
Colorado,2016,1647,Iran,19,Centennial,0,84994
Colorado,2017,1144,Iran,16,Centennial,0,53716
Colorado,2018,486,Iran,1,Centennial,0,22491
Colorado,2009,1735,Iran,13,Colorado Springs,0,74654
Colorado,2010,1969,Iran,16,Colorado Springs,4,73309
Colorado,2011,1557,Iran,14,Colorado Springs,3,56424
Colorado,2012,1458,Iran,12,Colorado Springs,1,58238
Colorado,2013,1789,Iran,23,Colorado Springs,4,69926
Colorado,2014,1813,Iran,12,Colorado Springs,2,69987
Colorado,2015,1730,Iran,8,Colorado Springs,1,69933
Colorado,2016,1647,Iran,19,Colorado Springs,0,84994
Colorado,2017,1144,Iran,16,Colorado Springs,1,53716
