state,year,statetotal,origin,stateorigin,city,people,annualtotal
Colorado,2018,486,Iran,1,Colorado Springs,0,22491
Colorado,2009,1735,Iran,13,Denver,3,74654
Colorado,2010,1969,Iran,16,Denver,11,73309
Colorado,2011,1557,Iran,14,Denver,11,56424
Colorado,2012,1458,Iran,12,Denver,6,58238
Colorado,2013,1789,Iran,23,Denver,18,69926
Colorado,2014,1813,Iran,12,Denver,7,69987
Colorado,2015,1730,Iran,8,Denver,5,69933
Colorado,2016,1647,Iran,19,Denver,15,84994
Colorado,2017,1144,Iran,16,Denver,15,53716
Colorado,2018,486,Iran,1,Denver,0,22491
Colorado,2009,1735,Iran,13,Englewood,0,74654
Colorado,2010,1969,Iran,16,Englewood,0,73309
Colorado,2011,1557,Iran,14,Englewood,0,56424
Colorado,2012,1458,Iran,12,Englewood,0,58238
Colorado,2013,1789,Iran,23,Englewood,0,69926
Colorado,2014,1813,Iran,12,Englewood,1,69987
Colorado,2015,1730,Iran,8,Englewood,0,69933
Colorado,2016,1647,Iran,19,Englewood,0,84994
Colorado,2017,1144,Iran,16,Englewood,0,53716
Colorado,2018,486,Iran,1,Englewood,0,22491
Colorado,2009,1735,Iran,13,Golden,0,74654
Colorado,2010,1969,Iran,16,Golden,0,73309
Colorado,2011,1557,Iran,14,Golden,0,56424
Colorado,2012,1458,Iran,12,Golden,0,58238
Colorado,2013,1789,Iran,23,Golden,0,69926
Colorado,2014,1813,Iran,12,Golden,0,69987
Colorado,2015,1730,Iran,8,Golden,0,69933
Colorado,2016,1647,Iran,19,Golden,0,84994
Colorado,2017,1144,Iran,16,Golden,0,53716
Colorado,2018,486,Iran,1,Golden,1,22491
Colorado,2009,1735,Iran,13,Greeley,0,74654
Colorado,2010,1969,Iran,16,Greeley,0,73309
Colorado,2011,1557,Iran,14,Greeley,0,56424
Colorado,2012,1458,Iran,12,Greeley,0,58238
Colorado,2013,1789,Iran,23,Greeley,0,69926
Colorado,2014,1813,Iran,12,Greeley,0,69987
Colorado,2015,1730,Iran,8,Greeley,0,69933
Colorado,2016,1647,Iran,19,Greeley,2,84994
Colorado,2017,1144,Iran,16,Greeley,0,53716
Colorado,2018,486,Iran,1,Greeley,0,22491
Colorado,2009,1735,Iran,13,Lakewood,0,74654
Colorado,2010,1969,Iran,16,Lakewood,0,73309
Colorado,2011,1557,Iran,14,Lakewood,0,56424
Colorado,2012,1458,Iran,12,Lakewood,0,58238
Colorado,2013,1789,Iran,23,Lakewood,0,69926
Colorado,2014,1813,Iran,12,Lakewood,0,69987
Colorado,2015,1730,Iran,8,Lakewood,0,69933
Colorado,2016,1647,Iran,19,Lakewood,2,84994
Colorado,2017,1144,Iran,16,Lakewood,0,53716
Colorado,2018,486,Iran,1,Lakewood,0,22491
Colorado,2009,1735,Iran,13,Thornton,4,74654
Colorado,2010,1969,Iran,16,Thornton,0,73309
Colorado,2011,1557,Iran,14,Thornton,0,56424
Colorado,2012,1458,Iran,12,Thornton,0,58238
Colorado,2013,1789,Iran,23,Thornton,0,69926
Colorado,2014,1813,Iran,12,Thornton,0,69987
Colorado,2015,1730,Iran,8,Thornton,0,69933
Colorado,2016,1647,Iran,19,Thornton,0,84994
Colorado,2017,1144,Iran,16,Thornton,0,53716
Colorado,2018,486,Iran,1,Thornton,0,22491
Colorado,2009,1735,Iran,13,Westminster,0,74654
Colorado,2010,1969,Iran,16,Westminster,0,73309
Colorado,2011,1557,Iran,14,Westminster,0,56424
Colorado,2012,1458,Iran,12,Westminster,0,58238
Colorado,2013,1789,Iran,23,Westminster,0,69926
Colorado,2014,1813,Iran,12,Westminster,2,69987
Colorado,2015,1730,Iran,8,Westminster,0,69933
Colorado,2016,1647,Iran,19,Westminster,0,84994
Colorado,2017,1144,Iran,16,Westminster,0,53716
Colorado,2018,486,Iran,1,Westminster,0,22491
Colorado,2009,1735,Iraq,227,Arvada,0,74654
Colorado,2010,1969,Iraq,275,Arvada,0,73309
Colorado,2011,1557,Iraq,76,Arvada,0,56424
Colorado,2012,1458,Iraq,148,Arvada,0,58238
Colorado,2013,1789,Iraq,330,Arvada,4,69926
Colorado,2014,1813,Iraq,418,Arvada,0,69987
Colorado,2015,1730,Iraq,288,Arvada,3,69933
Colorado,2016,1647,Iraq,210,Arvada,0,84994
Colorado,2017,1144,Iraq,102,Arvada,0,53716
Colorado,2018,486,Iraq,4,Arvada,0,22491
Colorado,2009,1735,Iraq,227,Aurora,3,74654
Colorado,2010,1969,Iraq,275,Aurora,4,73309
Colorado,2011,1557,Iraq,76,Aurora,0,56424
Colorado,2012,1458,Iraq,148,Aurora,1,58238
Colorado,2013,1789,Iraq,330,Aurora,9,69926
Colorado,2014,1813,Iraq,418,Aurora,33,69987
Colorado,2015,1730,Iraq,288,Aurora,30,69933
Colorado,2016,1647,Iraq,210,Aurora,8,84994
Colorado,2017,1144,Iraq,102,Aurora,8,53716
Colorado,2018,486,Iraq,4,Aurora,0,22491
Colorado,2009,1735,Iraq,227,Boulder,0,74654
Colorado,2010,1969,Iraq,275,Boulder,2,73309
Colorado,2011,1557,Iraq,76,Boulder,0,56424
Colorado,2012,1458,Iraq,148,Boulder,0,58238
Colorado,2013,1789,Iraq,330,Boulder,2,69926
Colorado,2014,1813,Iraq,418,Boulder,4,69987
Colorado,2015,1730,Iraq,288,Boulder,0,69933
Colorado,2016,1647,Iraq,210,Boulder,0,84994
Colorado,2017,1144,Iraq,102,Boulder,0,53716
Colorado,2018,486,Iraq,4,Boulder,0,22491
Colorado,2009,1735,Iraq,227,Colorado Springs,16,74654
Colorado,2010,1969,Iraq,275,Colorado Springs,18,73309
Colorado,2011,1557,Iraq,76,Colorado Springs,11,56424
Colorado,2012,1458,Iraq,148,Colorado Springs,14,58238
Colorado,2013,1789,Iraq,330,Colorado Springs,41,69926
Colorado,2014,1813,Iraq,418,Colorado Springs,60,69987
Colorado,2015,1730,Iraq,288,Colorado Springs,64,69933
Colorado,2016,1647,Iraq,210,Colorado Springs,23,84994
Colorado,2017,1144,Iraq,102,Colorado Springs,17,53716
Colorado,2018,486,Iraq,4,Colorado Springs,3,22491
Colorado,2009,1735,Iraq,227,Denver,179,74654
Colorado,2010,1969,Iraq,275,Denver,222,73309
Colorado,2011,1557,Iraq,76,Denver,53,56424
Colorado,2012,1458,Iraq,148,Denver,127,58238
Colorado,2013,1789,Iraq,330,Denver,234,69926
Colorado,2014,1813,Iraq,418,Denver,290,69987
Colorado,2015,1730,Iraq,288,Denver,186,69933
Colorado,2016,1647,Iraq,210,Denver,171,84994
Colorado,2017,1144,Iraq,102,Denver,69,53716
Colorado,2018,486,Iraq,4,Denver,1,22491
Colorado,2009,1735,Iraq,227,Eagle,2,74654
Colorado,2010,1969,Iraq,275,Eagle,1,73309
Colorado,2011,1557,Iraq,76,Eagle,0,56424
Colorado,2012,1458,Iraq,148,Eagle,0,58238
Colorado,2013,1789,Iraq,330,Eagle,0,69926
Colorado,2014,1813,Iraq,418,Eagle,0,69987
Colorado,2015,1730,Iraq,288,Eagle,0,69933
Colorado,2016,1647,Iraq,210,Eagle,0,84994
Colorado,2017,1144,Iraq,102,Eagle,0,53716
Colorado,2018,486,Iraq,4,Eagle,0,22491
Colorado,2009,1735,Iraq,227,Edgewater,0,74654
Colorado,2010,1969,Iraq,275,Edgewater,5,73309
Colorado,2011,1557,Iraq,76,Edgewater,0,56424
Colorado,2012,1458,Iraq,148,Edgewater,0,58238
Colorado,2013,1789,Iraq,330,Edgewater,5,69926
Colorado,2014,1813,Iraq,418,Edgewater,0,69987
Colorado,2015,1730,Iraq,288,Edgewater,0,69933
Colorado,2016,1647,Iraq,210,Edgewater,0,84994
Colorado,2017,1144,Iraq,102,Edgewater,0,53716
Colorado,2018,486,Iraq,4,Edgewater,0,22491
Colorado,2009,1735,Iraq,227,Englewood,7,74654
Colorado,2010,1969,Iraq,275,Englewood,8,73309
Colorado,2011,1557,Iraq,76,Englewood,1,56424
Colorado,2012,1458,Iraq,148,Englewood,0,58238
Colorado,2013,1789,Iraq,330,Englewood,0,69926
Colorado,2014,1813,Iraq,418,Englewood,0,69987
Colorado,2015,1730,Iraq,288,Englewood,0,69933
Colorado,2016,1647,Iraq,210,Englewood,0,84994
Colorado,2017,1144,Iraq,102,Englewood,0,53716
Colorado,2018,486,Iraq,4,Englewood,0,22491
Colorado,2009,1735,Iraq,227,Fort Collins,6,74654
Colorado,2010,1969,Iraq,275,Fort Collins,3,73309
Colorado,2011,1557,Iraq,76,Fort Collins,0,56424
Colorado,2012,1458,Iraq,148,Fort Collins,0,58238
Colorado,2013,1789,Iraq,330,Fort Collins,1,69926
Colorado,2014,1813,Iraq,418,Fort Collins,0,69987
Colorado,2015,1730,Iraq,288,Fort Collins,0,69933
Colorado,2016,1647,Iraq,210,Fort Collins,0,84994
Colorado,2017,1144,Iraq,102,Fort Collins,0,53716
Colorado,2018,486,Iraq,4,Fort Collins,0,22491
Colorado,2009,1735,Iraq,227,Glendale,0,74654
Colorado,2010,1969,Iraq,275,Glendale,0,73309
Colorado,2011,1557,Iraq,76,Glendale,0,56424
Colorado,2012,1458,Iraq,148,Glendale,1,58238
Colorado,2013,1789,Iraq,330,Glendale,0,69926
Colorado,2014,1813,Iraq,418,Glendale,0,69987
Colorado,2015,1730,Iraq,288,Glendale,0,69933
Colorado,2016,1647,Iraq,210,Glendale,0,84994
Colorado,2017,1144,Iraq,102,Glendale,0,53716
Colorado,2018,486,Iraq,4,Glendale,0,22491
Colorado,2009,1735,Iraq,227,Golden,2,74654
Colorado,2010,1969,Iraq,275,Golden,0,73309
Colorado,2011,1557,Iraq,76,Golden,0,56424
Colorado,2012,1458,Iraq,148,Golden,0,58238
Colorado,2013,1789,Iraq,330,Golden,5,69926
Colorado,2014,1813,Iraq,418,Golden,0,69987
Colorado,2015,1730,Iraq,288,Golden,0,69933
Colorado,2016,1647,Iraq,210,Golden,2,84994
Colorado,2017,1144,Iraq,102,Golden,0,53716
Colorado,2018,486,Iraq,4,Golden,0,22491
Colorado,2009,1735,Iraq,227,Greeley,0,74654
Colorado,2010,1969,Iraq,275,Greeley,5,73309
Colorado,2011,1557,Iraq,76,Greeley,7,56424
Colorado,2012,1458,Iraq,148,Greeley,5,58238
Colorado,2013,1789,Iraq,330,Greeley,23,69926
Colorado,2014,1813,Iraq,418,Greeley,29,69987
Colorado,2015,1730,Iraq,288,Greeley,5,69933
Colorado,2016,1647,Iraq,210,Greeley,1,84994
Colorado,2017,1144,Iraq,102,Greeley,0,53716
Colorado,2018,486,Iraq,4,Greeley,0,22491
Colorado,2009,1735,Iraq,227,Greenwood Village,8,74654
Colorado,2010,1969,Iraq,275,Greenwood Village,0,73309
Colorado,2011,1557,Iraq,76,Greenwood Village,0,56424
Colorado,2012,1458,Iraq,148,Greenwood Village,0,58238
Colorado,2013,1789,Iraq,330,Greenwood Village,0,69926
Colorado,2014,1813,Iraq,418,Greenwood Village,0,69987
Colorado,2015,1730,Iraq,288,Greenwood Village,0,69933
Colorado,2016,1647,Iraq,210,Greenwood Village,0,84994
Colorado,2017,1144,Iraq,102,Greenwood Village,0,53716
Colorado,2018,486,Iraq,4,Greenwood Village,0,22491
Colorado,2009,1735,Iraq,227,Lakewood,0,74654
Colorado,2010,1969,Iraq,275,Lakewood,6,73309
Colorado,2011,1557,Iraq,76,Lakewood,4,56424
Colorado,2012,1458,Iraq,148,Lakewood,0,58238
Colorado,2013,1789,Iraq,330,Lakewood,4,69926
Colorado,2014,1813,Iraq,418,Lakewood,2,69987
Colorado,2015,1730,Iraq,288,Lakewood,0,69933
Colorado,2016,1647,Iraq,210,Lakewood,5,84994
Colorado,2017,1144,Iraq,102,Lakewood,8,53716
Colorado,2018,486,Iraq,4,Lakewood,0,22491
Colorado,2009,1735,Iraq,227,Longmont,0,74654
Colorado,2010,1969,Iraq,275,Longmont,1,73309
Colorado,2011,1557,Iraq,76,Longmont,0,56424
Colorado,2012,1458,Iraq,148,Longmont,0,58238
Colorado,2013,1789,Iraq,330,Longmont,0,69926
Colorado,2014,1813,Iraq,418,Longmont,0,69987
Colorado,2015,1730,Iraq,288,Longmont,0,69933
Colorado,2016,1647,Iraq,210,Longmont,0,84994
Colorado,2017,1144,Iraq,102,Longmont,0,53716
Colorado,2018,486,Iraq,4,Longmont,0,22491
Colorado,2009,1735,Iraq,227,Pueblo,1,74654
Colorado,2010,1969,Iraq,275,Pueblo,0,73309
Colorado,2011,1557,Iraq,76,Pueblo,0,56424
Colorado,2012,1458,Iraq,148,Pueblo,0,58238
Colorado,2013,1789,Iraq,330,Pueblo,0,69926
Colorado,2014,1813,Iraq,418,Pueblo,0,69987
Colorado,2015,1730,Iraq,288,Pueblo,0,69933
Colorado,2016,1647,Iraq,210,Pueblo,0,84994
Colorado,2017,1144,Iraq,102,Pueblo,0,53716
Colorado,2018,486,Iraq,4,Pueblo,0,22491
Colorado,2009,1735,Iraq,227,Thornton,3,74654
Colorado,2010,1969,Iraq,275,Thornton,0,73309
Colorado,2011,1557,Iraq,76,Thornton,0,56424
Colorado,2012,1458,Iraq,148,Thornton,0,58238
Colorado,2013,1789,Iraq,330,Thornton,1,69926
Colorado,2014,1813,Iraq,418,Thornton,0,69987
Colorado,2015,1730,Iraq,288,Thornton,0,69933
Colorado,2016,1647,Iraq,210,Thornton,0,84994
Colorado,2017,1144,Iraq,102,Thornton,0,53716
Colorado,2018,486,Iraq,4,Thornton,0,22491
Colorado,2009,1735,Iraq,227,Westminster,0,74654
Colorado,2010,1969,Iraq,275,Westminster,0,73309
Colorado,2011,1557,Iraq,76,Westminster,0,56424
Colorado,2012,1458,Iraq,148,Westminster,0,58238
Colorado,2013,1789,Iraq,330,Westminster,1,69926
Colorado,2014,1813,Iraq,418,Westminster,0,69987
Colorado,2015,1730,Iraq,288,Westminster,0,69933
Colorado,2016,1647,Iraq,210,Westminster,0,84994
Colorado,2017,1144,Iraq,102,Westminster,0,53716
Colorado,2018,486,Iraq,4,Westminster,0,22491
Colorado,2009,1735,Ivory Coast,2,Denver,2,74654
Colorado,2010,1969,Ivory Coast,0,Denver,0,73309
Colorado,2011,1557,Ivory Coast,0,Denver,0,56424
Colorado,2012,1458,Ivory Coast,2,Denver,2,58238
Colorado,2013,1789,Ivory Coast,0,Denver,0,69926
Colorado,2014,1813,Ivory Coast,0,Denver,0,69987
Colorado,2015,1730,Ivory Coast,0,Denver,0,69933
Colorado,2016,1647,Ivory Coast,0,Denver,0,84994
Colorado,2017,1144,Ivory Coast,0,Denver,0,53716
Colorado,2018,486,Ivory Coast,0,Denver,0,22491
Colorado,2009,1735,Kazakhstan,0,Colorado Springs,0,74654
Colorado,2010,1969,Kazakhstan,0,Colorado Springs,0,73309
Colorado,2011,1557,Kazakhstan,5,Colorado Springs,5,56424
Colorado,2012,1458,Kazakhstan,0,Colorado Springs,0,58238
Colorado,2013,1789,Kazakhstan,0,Colorado Springs,0,69926
Colorado,2014,1813,Kazakhstan,0,Colorado Springs,0,69987
Colorado,2015,1730,Kazakhstan,2,Colorado Springs,0,69933
Colorado,2016,1647,Kazakhstan,0,Colorado Springs,0,84994
Colorado,2017,1144,Kazakhstan,0,Colorado Springs,0,53716
Colorado,2018,486,Kazakhstan,0,Colorado Springs,0,22491
Colorado,2009,1735,Kazakhstan,0,Denver,0,74654
Colorado,2010,1969,Kazakhstan,0,Denver,0,73309
Colorado,2011,1557,Kazakhstan,5,Denver,0,56424
Colorado,2012,1458,Kazakhstan,0,Denver,0,58238
Colorado,2013,1789,Kazakhstan,0,Denver,0,69926
Colorado,2014,1813,Kazakhstan,0,Denver,0,69987
Colorado,2015,1730,Kazakhstan,2,Denver,2,69933
Colorado,2016,1647,Kazakhstan,0,Denver,0,84994
Colorado,2017,1144,Kazakhstan,0,Denver,0,53716
Colorado,2018,486,Kazakhstan,0,Denver,0,22491
Colorado,2009,1735,Kenya,0,Greeley,0,74654
Colorado,2010,1969,Kenya,0,Greeley,0,73309
Colorado,2011,1557,Kenya,0,Greeley,0,56424
Colorado,2012,1458,Kenya,0,Greeley,0,58238
Colorado,2013,1789,Kenya,0,Greeley,0,69926
Colorado,2014,1813,Kenya,1,Greeley,1,69987
Colorado,2015,1730,Kenya,0,Greeley,0,69933
Colorado,2016,1647,Kenya,0,Greeley,0,84994
Colorado,2017,1144,Kenya,1,Greeley,1,53716
Colorado,2018,486,Kenya,0,Greeley,0,22491
Colorado,2009,1735,"Korea, North",2,Denver,2,74654
Colorado,2010,1969,"Korea, North",0,Denver,0,73309
Colorado,2011,1557,"Korea, North",2,Denver,2,56424
Colorado,2012,1458,"Korea, North",5,Denver,5,58238
Colorado,2013,1789,"Korea, North",1,Denver,1,69926
Colorado,2014,1813,"Korea, North",0,Denver,0,69987
Colorado,2015,1730,"Korea, North",2,Denver,2,69933
Colorado,2016,1647,"Korea, North",1,Denver,1,84994
Colorado,2017,1144,"Korea, North",1,Denver,1,53716
Colorado,2018,486,"Korea, North",0,Denver,0,22491
Colorado,2009,1735,Liberia,6,Colorado Springs,1,74654
Colorado,2010,1969,Liberia,1,Colorado Springs,0,73309
Colorado,2011,1557,Liberia,3,Colorado Springs,3,56424
Colorado,2012,1458,Liberia,0,Colorado Springs,0,58238
Colorado,2013,1789,Liberia,0,Colorado Springs,0,69926
Colorado,2014,1813,Liberia,1,Colorado Springs,0,69987
Colorado,2015,1730,Liberia,0,Colorado Springs,0,69933
Colorado,2016,1647,Liberia,0,Colorado Springs,0,84994
Colorado,2017,1144,Liberia,0,Colorado Springs,0,53716
Colorado,2018,486,Liberia,0,Colorado Springs,0,22491
Colorado,2009,1735,Liberia,6,Commerce City,4,74654
Colorado,2010,1969,Liberia,1,Commerce City,0,73309
Colorado,2011,1557,Liberia,3,Commerce City,0,56424
Colorado,2012,1458,Liberia,0,Commerce City,0,58238
Colorado,2013,1789,Liberia,0,Commerce City,0,69926
Colorado,2014,1813,Liberia,1,Commerce City,0,69987
Colorado,2015,1730,Liberia,0,Commerce City,0,69933
Colorado,2016,1647,Liberia,0,Commerce City,0,84994
Colorado,2017,1144,Liberia,0,Commerce City,0,53716
Colorado,2018,486,Liberia,0,Commerce City,0,22491
Colorado,2009,1735,Liberia,6,Denver,0,74654
Colorado,2010,1969,Liberia,1,Denver,1,73309
Colorado,2011,1557,Liberia,3,Denver,0,56424
Colorado,2012,1458,Liberia,0,Denver,0,58238
Colorado,2013,1789,Liberia,0,Denver,0,69926
Colorado,2014,1813,Liberia,1,Denver,1,69987
Colorado,2015,1730,Liberia,0,Denver,0,69933
Colorado,2016,1647,Liberia,0,Denver,0,84994
Colorado,2017,1144,Liberia,0,Denver,0,53716
Colorado,2018,486,Liberia,0,Denver,0,22491
Colorado,2009,1735,Liberia,6,Glendale,1,74654
Colorado,2010,1969,Liberia,1,Glendale,0,73309
Colorado,2011,1557,Liberia,3,Glendale,0,56424
Colorado,2012,1458,Liberia,0,Glendale,0,58238
Colorado,2013,1789,Liberia,0,Glendale,0,69926
Colorado,2014,1813,Liberia,1,Glendale,0,69987
Colorado,2015,1730,Liberia,0,Glendale,0,69933
Colorado,2016,1647,Liberia,0,Glendale,0,84994
Colorado,2017,1144,Liberia,0,Glendale,0,53716
Colorado,2018,486,Liberia,0,Glendale,0,22491
Colorado,2009,1735,Libya,0,Denver,0,74654
Colorado,2010,1969,Libya,0,Denver,0,73309
Colorado,2011,1557,Libya,1,Denver,1,56424
Colorado,2012,1458,Libya,0,Denver,0,58238
Colorado,2013,1789,Libya,1,Denver,1,69926
Colorado,2014,1813,Libya,0,Denver,0,69987
Colorado,2015,1730,Libya,0,Denver,0,69933
Colorado,2016,1647,Libya,0,Denver,0,84994
Colorado,2017,1144,Libya,0,Denver,0,53716
Colorado,2018,486,Libya,0,Denver,0,22491
Colorado,2009,1735,Mali,0,Denver,0,74654
Colorado,2010,1969,Mali,0,Denver,0,73309
Colorado,2011,1557,Mali,0,Denver,0,56424
Colorado,2012,1458,Mali,0,Denver,0,58238
Colorado,2013,1789,Mali,0,Denver,0,69926
Colorado,2014,1813,Mali,0,Denver,0,69987
Colorado,2015,1730,Mali,0,Denver,0,69933
Colorado,2016,1647,Mali,0,Denver,0,84994
Colorado,2017,1144,Mali,1,Denver,1,53716
Colorado,2018,486,Mali,0,Denver,0,22491
Colorado,2009,1735,Mauritania,5,Denver,5,74654
Colorado,2010,1969,Mauritania,14,Denver,14,73309
Colorado,2011,1557,Mauritania,3,Denver,3,56424
Colorado,2012,1458,Mauritania,0,Denver,0,58238
Colorado,2013,1789,Mauritania,0,Denver,0,69926
Colorado,2014,1813,Mauritania,0,Denver,0,69987
Colorado,2015,1730,Mauritania,0,Denver,0,69933
Colorado,2016,1647,Mauritania,0,Denver,0,84994
Colorado,2017,1144,Mauritania,0,Denver,0,53716
Colorado,2018,486,Mauritania,0,Denver,0,22491
Colorado,2009,1735,Moldova,13,Arvada,0,74654
Colorado,2010,1969,Moldova,5,Arvada,1,73309
Colorado,2011,1557,Moldova,2,Arvada,0,56424
Colorado,2012,1458,Moldova,2,Arvada,0,58238
Colorado,2013,1789,Moldova,0,Arvada,0,69926
Colorado,2014,1813,Moldova,8,Arvada,7,69987
Colorado,2015,1730,Moldova,8,Arvada,0,69933
Colorado,2016,1647,Moldova,3,Arvada,0,84994
Colorado,2017,1144,Moldova,0,Arvada,0,53716
Colorado,2018,486,Moldova,0,Arvada,0,22491
Colorado,2009,1735,Moldova,13,Denver,0,74654
Colorado,2010,1969,Moldova,5,Denver,4,73309
Colorado,2011,1557,Moldova,2,Denver,2,56424
Colorado,2012,1458,Moldova,2,Denver,2,58238
Colorado,2013,1789,Moldova,0,Denver,0,69926
Colorado,2014,1813,Moldova,8,Denver,1,69987
Colorado,2015,1730,Moldova,8,Denver,8,69933
Colorado,2016,1647,Moldova,3,Denver,3,84994
Colorado,2017,1144,Moldova,0,Denver,0,53716
Colorado,2018,486,Moldova,0,Denver,0,22491
Colorado,2009,1735,Moldova,13,Westminster,13,74654
Colorado,2010,1969,Moldova,5,Westminster,0,73309
Colorado,2011,1557,Moldova,2,Westminster,0,56424
Colorado,2012,1458,Moldova,2,Westminster,0,58238
Colorado,2013,1789,Moldova,0,Westminster,0,69926
Colorado,2014,1813,Moldova,8,Westminster,0,69987
Colorado,2015,1730,Moldova,8,Westminster,0,69933
Colorado,2016,1647,Moldova,3,Westminster,0,84994
Colorado,2017,1144,Moldova,0,Westminster,0,53716
Colorado,2018,486,Moldova,0,Westminster,0,22491
Colorado,2009,1735,Nepal,0,Aurora,0,74654
Colorado,2010,1969,Nepal,0,Aurora,0,73309
Colorado,2011,1557,Nepal,0,Aurora,0,56424
Colorado,2012,1458,Nepal,1,Aurora,1,58238
Colorado,2013,1789,Nepal,0,Aurora,0,69926
Colorado,2014,1813,Nepal,3,Aurora,3,69987
Colorado,2015,1730,Nepal,1,Aurora,1,69933
Colorado,2016,1647,Nepal,0,Aurora,0,84994
Colorado,2017,1144,Nepal,0,Aurora,0,53716
Colorado,2018,486,Nepal,0,Aurora,0,22491
Colorado,2009,1735,Pakistan,0,Colorado Springs,0,74654
Colorado,2010,1969,Pakistan,0,Colorado Springs,0,73309
Colorado,2011,1557,Pakistan,0,Colorado Springs,0,56424
Colorado,2012,1458,Pakistan,3,Colorado Springs,0,58238
Colorado,2013,1789,Pakistan,0,Colorado Springs,0,69926
Colorado,2014,1813,Pakistan,0,Colorado Springs,0,69987
Colorado,2015,1730,Pakistan,0,Colorado Springs,0,69933
Colorado,2016,1647,Pakistan,3,Colorado Springs,3,84994
Colorado,2017,1144,Pakistan,9,Colorado Springs,0,53716
Colorado,2018,486,Pakistan,3,Colorado Springs,0,22491
Colorado,2009,1735,Pakistan,0,Denver,0,74654
Colorado,2010,1969,Pakistan,0,Denver,0,73309
Colorado,2011,1557,Pakistan,0,Denver,0,56424
Colorado,2012,1458,Pakistan,3,Denver,3,58238
Colorado,2013,1789,Pakistan,0,Denver,0,69926
Colorado,2014,1813,Pakistan,0,Denver,0,69987
Colorado,2015,1730,Pakistan,0,Denver,0,69933
Colorado,2016,1647,Pakistan,3,Denver,0,84994
Colorado,2017,1144,Pakistan,9,Denver,9,53716
Colorado,2018,486,Pakistan,3,Denver,3,22491
Colorado,2009,1735,Palestine,0,Denver,0,74654
Colorado,2010,1969,Palestine,1,Denver,1,73309
Colorado,2011,1557,Palestine,14,Denver,14,56424
Colorado,2012,1458,Palestine,11,Denver,11,58238
Colorado,2013,1789,Palestine,7,Denver,7,69926
Colorado,2014,1813,Palestine,0,Denver,0,69987
Colorado,2015,1730,Palestine,0,Denver,0,69933
Colorado,2016,1647,Palestine,8,Denver,8,84994
Colorado,2017,1144,Palestine,0,Denver,0,53716
Colorado,2018,486,Palestine,0,Denver,0,22491
Colorado,2009,1735,Republic of South Sudan,0,Boulder,0,74654
Colorado,2010,1969,Republic of South Sudan,0,Boulder,0,73309
Colorado,2011,1557,Republic of South Sudan,0,Boulder,0,56424
Colorado,2012,1458,Republic of South Sudan,0,Boulder,0,58238
Colorado,2013,1789,Republic of South Sudan,0,Boulder,0,69926
Colorado,2014,1813,Republic of South Sudan,0,Boulder,0,69987
Colorado,2015,1730,Republic of South Sudan,0,Boulder,0,69933
Colorado,2016,1647,Republic of South Sudan,6,Boulder,3,84994
Colorado,2017,1144,Republic of South Sudan,0,Boulder,0,53716
Colorado,2018,486,Republic of South Sudan,0,Boulder,0,22491
Colorado,2009,1735,Republic of South Sudan,0,Denver,0,74654
Colorado,2010,1969,Republic of South Sudan,0,Denver,0,73309
Colorado,2011,1557,Republic of South Sudan,0,Denver,0,56424
Colorado,2012,1458,Republic of South Sudan,0,Denver,0,58238
Colorado,2013,1789,Republic of South Sudan,0,Denver,0,69926
Colorado,2014,1813,Republic of South Sudan,0,Denver,0,69987
Colorado,2015,1730,Republic of South Sudan,0,Denver,0,69933
Colorado,2016,1647,Republic of South Sudan,6,Denver,3,84994
Colorado,2017,1144,Republic of South Sudan,0,Denver,0,53716
Colorado,2018,486,Republic of South Sudan,0,Denver,0,22491
Colorado,2009,1735,Russia,20,Arvada,6,74654
Colorado,2010,1969,Russia,7,Arvada,1,73309
Colorado,2011,1557,Russia,7,Arvada,0,56424
Colorado,2012,1458,Russia,6,Arvada,0,58238
Colorado,2013,1789,Russia,0,Arvada,0,69926
Colorado,2014,1813,Russia,5,Arvada,0,69987
Colorado,2015,1730,Russia,9,Arvada,0,69933
Colorado,2016,1647,Russia,1,Arvada,0,84994
Colorado,2017,1144,Russia,8,Arvada,7,53716
Colorado,2018,486,Russia,12,Arvada,0,22491
Colorado,2009,1735,Russia,20,Colorado Springs,0,74654
Colorado,2010,1969,Russia,7,Colorado Springs,0,73309
Colorado,2011,1557,Russia,7,Colorado Springs,5,56424
Colorado,2012,1458,Russia,6,Colorado Springs,0,58238
Colorado,2013,1789,Russia,0,Colorado Springs,0,69926
Colorado,2014,1813,Russia,5,Colorado Springs,0,69987
Colorado,2015,1730,Russia,9,Colorado Springs,0,69933
Colorado,2016,1647,Russia,1,Colorado Springs,1,84994
Colorado,2017,1144,Russia,8,Colorado Springs,0,53716
Colorado,2018,486,Russia,12,Colorado Springs,0,22491
Colorado,2009,1735,Russia,20,Commerce City,5,74654
Colorado,2010,1969,Russia,7,Commerce City,0,73309
Colorado,2011,1557,Russia,7,Commerce City,0,56424
Colorado,2012,1458,Russia,6,Commerce City,0,58238
Colorado,2013,1789,Russia,0,Commerce City,0,69926
Colorado,2014,1813,Russia,5,Commerce City,0,69987
Colorado,2015,1730,Russia,9,Commerce City,0,69933
Colorado,2016,1647,Russia,1,Commerce City,0,84994
Colorado,2017,1144,Russia,8,Commerce City,0,53716
Colorado,2018,486,Russia,12,Commerce City,0,22491
Colorado,2009,1735,Russia,20,Denver,9,74654
