state,city,origin,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,avg5years,pct_change_2018_vs_5yr_average,total_population,foreign_born_est_prop,l1_africa,l1_americas,l1_asia,l1_europe,l1_oceania,l2_africa_eastern_africa,l2_africa_middle_africa,l2_africa_northern_africa,l2_africa_southern_africa,l2_africa_western_africa,l2_americas_latin_america,l2_americas_northern_america,l2_asia_eastern_asia,l2_asia_south_central_asia,l2_asia_south_eastern_asia,l2_asia_western_asia,l2_europe_eastern_europe,l2_europe_northern_europe,l2_europe_southern_europe,l2_europe_western_europe,l2_oceania_australia_nzealand_subregion,origin_prop
Colorado,Arvada,Moldova,0,1,0,0,0,7,0,0,0,0,1.4,-100,115320,5.25,6.959828071,29.92230121,27.97156555,33.90643082,1.239874359,1.239874359,2.595470326,1.124152753,1.438254257,0.562076376,24.15275252,5.769548686,10.28269135,8.282360721,8.530335593,0.876177881,22.7806249,2.314432138,1.520912548,7.125144652,1.239874359,0.132253265
Colorado,Arvada,Russia,6,1,0,0,0,0,0,0,7,0,1.4,-100,115320,5.25,6.959828071,29.92230121,27.97156555,33.90643082,1.239874359,1.239874359,2.595470326,1.124152753,1.438254257,0.562076376,24.15275252,5.769548686,10.28269135,8.282360721,8.530335593,0.876177881,22.7806249,2.314432138,1.520912548,7.125144652,1.239874359,7.273929575
Colorado,Colorado Springs,Eritrea,0,0,0,7,1,4,1,0,1,4,1.4,185.71,450000,7.5,4.897197369,44.30289743,28.0292706,21.25377733,1.516857261,0.903596611,0.58067192,1.768679268,0.713989453,0.820643479,39.82639095,4.476506488,13.69615453,3.611423831,9.696628548,1.001362801,5.593411151,4.734253718,1.309474433,9.554423179,0.648811993,0.026663507
Colorado,Golden,Iraq,2,0,0,0,5,0,0,2,0,0,1.4,-100,20365,8.69,2.656868287,27.07744488,49.01074053,19.55907292,1.695873375,0.565291125,0,1.695873375,0.395703787,0,21.02882985,6.048615037,20.12436405,8.931599774,3.222159412,16.7326173,4.522328999,3.900508762,1.017524025,10.11871114,1.695873375,0
Colorado,Highlands Ranch,Afghanistan,0,0,0,0,0,0,0,0,7,0,1.4,-100,105264,9.03,3.230898758,21.18501368,55.6409177,18.84866344,1.09450642,1.820669333,0,0.273626605,0.410439907,0.463060408,13.94443275,7.24058093,14.87055357,26.66806988,11.91328141,2.031151337,6.377604715,5.325194696,2.978320354,4.167543675,1.09450642,0.073668701
Colorado,Lakewood,Bhutan,0,0,0,0,0,0,0,0,7,13,1.4,828.57,151411,9.14,2.933102153,52.92587776,25.78384626,17.63473486,0.722438954,0.534604826,1.09810721,0.288975582,0.960843809,0.050570727,51.22092183,1.704955931,7.072677359,5.598901893,11.15445745,1.957809565,7.975726051,4.255165439,1.57491692,3.828926456,0.722438954,
Colorado,Boulder,Central African Republic,0,0,0,0,0,6,0,0,0,0,1.2,-100,106271,11.19,2.194568233,29.20205163,39.00613806,25.94803666,3.649205415,0.319515681,0,0.403598756,0.706297822,0.571764904,23.66938535,5.532666274,19.11208274,10.50197595,4.34709493,4.868409989,6.793912385,7.29841083,2.892457748,8.963255697,3.649205415,
Colorado,Boulder,Iraq,0,2,0,0,2,4,0,0,0,0,1.2,-100,106271,11.19,2.194568233,29.20205163,39.00613806,25.94803666,3.649205415,0.319515681,0,0.403598756,0.706297822,0.571764904,23.66938535,5.532666274,19.11208274,10.50197595,4.34709493,4.868409989,6.793912385,7.29841083,2.892457748,8.963255697,3.649205415,0.100899689
Colorado,Colorado Springs,Rwanda,0,0,0,0,0,3,0,0,3,0,1.2,-100,450000,7.5,4.897197369,44.30289743,28.0292706,21.25377733,1.516857261,0.903596611,0.58067192,1.768679268,0.713989453,0.820643479,39.82639095,4.476506488,13.69615453,3.611423831,9.696628548,1.001362801,5.593411151,4.734253718,1.309474433,9.554423179,0.648811993,
Colorado,Denver,Congo,3,10,0,0,5,0,1,0,0,0,1.2,-100,678467,15.79,8.906021038,62.86668969,19.21206634,8.622282786,0.392940144,4.009669501,0.673878347,1.407491063,0.321072232,2.080436061,61.19506071,1.671628975,5.167956245,4.425010034,7.521863712,2.076702663,3.795932463,2.19710475,0.574943299,2.054302275,0.26787131,
Colorado,Greeley,Bhutan,0,0,6,3,0,0,0,0,6,0,1.2,-100,100760,11.21,5.824555192,80.80021245,9.604319731,3.673541648,0.097370983,4.310878994,0,0.079667168,0.699300699,0.300964858,79.68487209,1.115340356,1.611047181,2.257236434,4.576436222,0.849783128,1.256970877,1.115340356,0.433743472,0.867486943,0.097370983,
